label,iter,n,elapsed,valid
Effectful',11,10,73132,true
Naive',1,12,2,false
Naive',2,12,1,false
Naive',3,12,1,false
Naive',4,12,1,false
Naive',5,12,2,false
Naive',6,12,1,false
Naive',7,12,1,false
Naive',8,12,1,false
Naive',9,12,1,false
Naive',10,12,1,false
Naive',11,12,1,false
Berger',1,12,8820701,true
Berger',2,12,8836989,true
